Platform,Attack,Layer,Defense,Attacker,Workload,ASR,DDR,FPR_D,PEP,ASupR,DOI
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,High,0.674,0.232,0.028,0.0,0.0,1.209
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,Low,0.666,0.194,0.024,0.0,0.0,1.099
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,Medium,0.686,0.194,0.026,0.0,0.0,1.149
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,High,0.738,0.194,0.028,0.0,0.0,1.209
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,Low,0.71,0.156,0.024,0.0,0.0,1.099
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,Medium,0.772,0.156,0.026,0.0,0.0,1.149
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,High,0.824,0.156,0.028,0.0,0.0,1.209
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,Low,0.618,0.144,0.014,0.0,0.0,1.069
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,Medium,0.662,0.144,0.018,0.0,0.0,1.119
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,High,0.698,0.144,0.02,0.0,0.0,1.179
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,Low,0.692,0.112,0.014,0.0,0.0,1.069
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,Medium,0.712,0.112,0.018,0.0,0.0,1.119
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,High,0.774,0.112,0.02,0.0,0.0,1.179
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,Low,0.752,0.062,0.014,0.0,0.0,1.069
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,Medium,0.818,0.062,0.018,0.0,0.0,1.119
P3,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,High,0.858,0.062,0.02,0.0,0.0,1.179
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Static,Low,0.57,0.19,0.062,0.0,0.0,1.159
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Static,Medium,0.622,0.19,0.062,0.0,0.0,1.209
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Static,High,0.676,0.19,0.066,0.0,0.0,1.269
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Defense_Aware,Low,0.658,0.154,0.062,0.0,0.0,1.159
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Defense_Aware,Medium,0.684,0.154,0.062,0.0,0.0,1.209
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Defense_Aware,High,0.726,0.154,0.066,0.0,0.0,1.269
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Adaptive,Low,0.712,0.118,0.062,0.0,0.0,1.159
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Adaptive,Medium,0.762,0.118,0.062,0.0,0.0,1.209
P3,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Adaptive,High,0.824,0.118,0.066,0.0,0.0,1.269
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Static,Low,0.638,0.154,0.034,0.0,0.0,1.049
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Static,Medium,0.678,0.154,0.036,0.0,0.0,1.099
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Static,High,0.712,0.154,0.04,0.0,0.0,1.159
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Defense_Aware,Low,0.702,0.118,0.034,0.0,0.0,1.049
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Defense_Aware,Medium,0.734,0.118,0.036,0.0,0.0,1.099
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Defense_Aware,High,0.81,0.118,0.04,0.0,0.0,1.159
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Adaptive,Low,0.772,0.064,0.034,0.0,0.0,1.049
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Adaptive,Medium,0.832,0.064,0.036,0.0,0.0,1.099
P3,A6_Resp_Spoofing,Control,D6_Behavioral_Monitor,Adaptive,High,0.874,0.064,0.04,0.0,0.0,1.159
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Static,Low,0.37,0.348,0.096,0.0,0.0,1.259
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Static,Medium,0.422,0.348,0.102,0.0,0.0,1.309
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Static,High,0.482,0.348,0.114,0.0,0.0,1.369
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.468,0.298,0.096,0.0,0.0,1.259
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.51,0.298,0.102,0.0,0.0,1.309
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.582,0.298,0.114,0.0,0.0,1.369
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Adaptive,Low,0.572,0.252,0.096,0.0,0.0,1.259
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.608,0.252,0.102,0.0,0.0,1.309
P3,A6_Resp_Spoofing,Control,Bundle_D1_D3_D4_D6,Adaptive,High,0.652,0.252,0.114,0.0,0.0,1.369
P3,A6_Resp_Spoofing,Control,Bundle_All,Static,Low,0.274,0.388,0.128,0.0,0.0,1.429
P3,A6_Resp_Spoofing,Control,Bundle_All,Static,Medium,0.32,0.388,0.136,0.0,0.0,1.479
P3,A6_Resp_Spoofing,Control,Bundle_All,Static,High,0.376,0.388,0.142,0.0,0.0,1.539
P3,A6_Resp_Spoofing,Control,Bundle_All,Defense_Aware,Low,0.378,0.344,0.128,0.0,0.0,1.429
P3,A6_Resp_Spoofing,Control,Bundle_All,Defense_Aware,Medium,0.428,0.344,0.136,0.0,0.0,1.479
P3,A6_Resp_Spoofing,Control,Bundle_All,Defense_Aware,High,0.476,0.344,0.142,0.0,0.0,1.539
P3,A6_Resp_Spoofing,Control,Bundle_All,Adaptive,Low,0.462,0.298,0.128,0.0,0.0,1.429
P3,A6_Resp_Spoofing,Control,Bundle_All,Adaptive,Medium,0.51,0.298,0.136,0.0,0.0,1.479
P3,A6_Resp_Spoofing,Control,Bundle_All,Adaptive,High,0.586,0.298,0.142,0.0,0.0,1.539
P3,A7_Collusion,Logic,No Defense,Static,Low,0.716,0.0,0.0,0.432,0.0,1.0
P3,A7_Collusion,Logic,No Defense,Static,Medium,0.77,0.0,0.0,0.472,0.0,1.05
P3,A7_Collusion,Logic,No Defense,Static,High,0.844,0.0,0.0,0.506,0.0,1.11
P3,A7_Collusion,Logic,No Defense,Defense_Aware,Low,0.814,0.0,0.0,0.488,0.0,1.0
P3,A7_Collusion,Logic,No Defense,Defense_Aware,Medium,0.864,0.0,0.0,0.512,0.0,1.05
P3,A7_Collusion,Logic,No Defense,Defense_Aware,High,0.93,0.0,0.0,0.528,0.0,1.11
P3,A7_Collusion,Logic,No Defense,Adaptive,Low,0.894,0.0,0.0,0.518,0.0,1.0
P3,A7_Collusion,Logic,No Defense,Adaptive,Medium,0.954,0.0,0.0,0.536,0.0,1.05
P3,A7_Collusion,Logic,No Defense,Adaptive,High,0.988,0.0,0.0,0.552,0.0,1.11
P3,A7_Collusion,Logic,D1_Input_Sanitization,Static,Low,0.584,0.148,0.05,0.36,0.0,1.08
P3,A7_Collusion,Logic,D1_Input_Sanitization,Static,Medium,0.622,0.148,0.05,0.388,0.0,1.13
P3,A7_Collusion,Logic,D1_Input_Sanitization,Static,High,0.666,0.148,0.052,0.412,0.0,1.19
P3,A7_Collusion,Logic,D1_Input_Sanitization,Defense_Aware,Low,0.654,0.1,0.05,0.402,0.0,1.08
P3,A7_Collusion,Logic,D1_Input_Sanitization,Defense_Aware,Medium,0.69,0.1,0.05,0.414,0.0,1.13
P3,A7_Collusion,Logic,D1_Input_Sanitization,Defense_Aware,High,0.754,0.1,0.052,0.458,0.0,1.19
P3,A7_Collusion,Logic,D1_Input_Sanitization,Adaptive,Low,0.728,0.054,0.05,0.442,0.0,1.08
P3,A7_Collusion,Logic,D1_Input_Sanitization,Adaptive,Medium,0.788,0.054,0.05,0.478,0.0,1.13
P3,A7_Collusion,Logic,D1_Input_Sanitization,Adaptive,High,0.858,0.054,0.052,0.504,0.0,1.19
P3,A7_Collusion,Logic,D2_Tool_Attestation,Static,Low,0.544,0.172,0.014,0.314,0.0,1.06
P3,A7_Collusion,Logic,D2_Tool_Attestation,Static,Medium,0.576,0.172,0.014,0.34,0.0,1.11
P3,A7_Collusion,Logic,D2_Tool_Attestation,Static,High,0.62,0.172,0.014,0.376,0.0,1.17
P3,A7_Collusion,Logic,D2_Tool_Attestation,Defense_Aware,Low,0.598,0.126,0.014,0.37,0.0,1.06
P3,A7_Collusion,Logic,D2_Tool_Attestation,Defense_Aware,Medium,0.638,0.126,0.014,0.394,0.0,1.11
P3,A7_Collusion,Logic,D2_Tool_Attestation,Defense_Aware,High,0.682,0.126,0.014,0.422,0.0,1.17
P3,A7_Collusion,Logic,D2_Tool_Attestation,Adaptive,Low,0.666,0.08,0.014,0.416,0.0,1.06
P3,A7_Collusion,Logic,D2_Tool_Attestation,Adaptive,Medium,0.72,0.08,0.014,0.438,0.0,1.11
P3,A7_Collusion,Logic,D2_Tool_Attestation,Adaptive,High,0.79,0.08,0.014,0.474,0.0,1.17
P3,A7_Collusion,Logic,D3_Response_Verification,Static,Low,0.562,0.158,0.026,0.336,0.0,1.1
P3,A7_Collusion,Logic,D3_Response_Verification,Static,Medium,0.598,0.158,0.026,0.37,0.0,1.15
P3,A7_Collusion,Logic,D3_Response_Verification,Static,High,0.646,0.158,0.03,0.396,0.0,1.21
P3,A7_Collusion,Logic,D3_Response_Verification,Defense_Aware,Low,0.63,0.106,0.026,0.388,0.0,1.1
P3,A7_Collusion,Logic,D3_Response_Verification,Defense_Aware,Medium,0.67,0.106,0.026,0.412,0.0,1.15
P3,A7_Collusion,Logic,D3_Response_Verification,Defense_Aware,High,0.728,0.106,0.03,0.436,0.0,1.21
P3,A7_Collusion,Logic,D3_Response_Verification,Adaptive,Low,0.696,0.064,0.026,0.424,0.0,1.1
P3,A7_Collusion,Logic,D3_Response_Verification,Adaptive,Medium,0.746,0.064,0.026,0.458,0.0,1.15
P3,A7_Collusion,Logic,D3_Response_Verification,Adaptive,High,0.826,0.064,0.03,0.492,0.0,1.21
P3,A7_Collusion,Logic,D4_Agent_Isolation,Static,Low,0.572,0.138,0.016,0.35,0.0,1.07
P3,A7_Collusion,Logic,D4_Agent_Isolation,Static,Medium,0.612,0.138,0.016,0.376,0.0,1.12
P3,A7_Collusion,Logic,D4_Agent_Isolation,Static,High,0.658,0.138,0.018,0.408,0.0,1.18
P3,A7_Collusion,Logic,D4_Agent_Isolation,Defense_Aware,Low,0.642,0.094,0.016,0.396,0.0,1.07
P3,A7_Collusion,Logic,D4_Agent_Isolation,Defense_Aware,Medium,0.682,0.094,0.016,0.414,0.0,1.12
P3,A7_Collusion,Logic,D4_Agent_Isolation,Defense_Aware,High,0.734,0.094,0.018,0.452,0.0,1.18
P3,A7_Collusion,Logic,D4_Agent_Isolation,Adaptive,Low,0.714,0.042,0.016,0.432,0.0,1.07
P3,A7_Collusion,Logic,D4_Agent_Isolation,Adaptive,Medium,0.77,0.042,0.016,0.466,0.0,1.12
P3,A7_Collusion,Logic,D4_Agent_Isolation,Adaptive,High,0.848,0.042,0.018,0.504,0.0,1.18
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Static,Low,0.554,0.18,0.058,0.318,0.0,1.16
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Static,Medium,0.584,0.18,0.06,0.354,0.0,1.21
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Static,High,0.626,0.18,0.068,0.378,0.0,1.27
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Defense_Aware,Low,0.612,0.138,0.058,0.376,0.0,1.16
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Defense_Aware,Medium,0.65,0.138,0.06,0.404,0.0,1.21
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Defense_Aware,High,0.698,0.138,0.068,0.428,0.0,1.27
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Adaptive,Low,0.68,0.09,0.058,0.414,0.0,1.16
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Adaptive,Medium,0.73,0.09,0.06,0.446,0.0,1.21
P3,A7_Collusion,Logic,D5_Consensus_Protocol,Adaptive,High,0.804,0.09,0.068,0.48,0.0,1.27
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Static,Low,0.572,0.218,0.04,0.358,0.0,1.05
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Static,Medium,0.618,0.218,0.042,0.38,0.0,1.1
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Static,High,0.662,0.218,0.044,0.406,0.0,1.16
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Defense_Aware,Low,0.646,0.188,0.04,0.398,0.0,1.05
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Defense_Aware,Medium,0.672,0.188,0.042,0.426,0.0,1.1
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Defense_Aware,High,0.754,0.188,0.044,0.456,0.0,1.16
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Adaptive,Low,0.722,0.146,0.04,0.448,0.0,1.05
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Adaptive,Medium,0.784,0.146,0.042,0.47,0.0,1.1
P3,A7_Collusion,Logic,D6_Behavioral_Monitor,Adaptive,High,0.85,0.146,0.044,0.496,0.0,1.16
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Static,Low,0.388,0.224,0.084,0.232,0.0,1.26
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Static,Medium,0.446,0.224,0.084,0.264,0.0,1.31
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Static,High,0.502,0.224,0.09,0.286,0.0,1.37
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.494,0.19,0.084,0.284,0.0,1.26
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.52,0.19,0.084,0.304,0.0,1.31
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.562,0.19,0.09,0.342,0.0,1.37
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Adaptive,Low,0.552,0.146,0.084,0.328,0.0,1.26
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.596,0.146,0.084,0.36,0.0,1.31
P3,A7_Collusion,Logic,Bundle_D1_D3_D4_D6,Adaptive,High,0.644,0.146,0.09,0.394,0.0,1.37
P3,A7_Collusion,Logic,Bundle_All,Static,Low,0.32,0.248,0.118,0.186,0.0,1.43
P3,A7_Collusion,Logic,Bundle_All,Static,Medium,0.358,0.248,0.124,0.212,0.0,1.48
P3,A7_Collusion,Logic,Bundle_All,Static,High,0.422,0.248,0.134,0.248,0.0,1.54
P3,A7_Collusion,Logic,Bundle_All,Defense_Aware,Low,0.406,0.212,0.118,0.246,0.0,1.43
P3,A7_Collusion,Logic,Bundle_All,Defense_Aware,Medium,0.46,0.212,0.124,0.268,0.0,1.48
P3,A7_Collusion,Logic,Bundle_All,Defense_Aware,High,0.498,0.212,0.134,0.292,0.0,1.54
P3,A7_Collusion,Logic,Bundle_All,Adaptive,Low,0.508,0.18,0.118,0.288,0.0,1.43
P3,A7_Collusion,Logic,Bundle_All,Adaptive,Medium,0.532,0.18,0.124,0.314,0.0,1.48
P3,A7_Collusion,Logic,Bundle_All,Adaptive,High,0.58,0.18,0.134,0.35,0.0,1.54
P3,A8_Priv_Escalation,Logic,No Defense,Static,Low,0.756,0.0,0.0,0.466,0.0,1.0
P3,A8_Priv_Escalation,Logic,No Defense,Static,Medium,0.822,0.0,0.0,0.49,0.0,1.05
P3,A8_Priv_Escalation,Logic,No Defense,Static,High,0.882,0.0,0.0,0.518,0.0,1.11
P3,A8_Priv_Escalation,Logic,No Defense,Defense_Aware,Low,0.852,0.0,0.0,0.51,0.0,1.0
P3,A8_Priv_Escalation,Logic,No Defense,Defense_Aware,Medium,0.906,0.0,0.0,0.52,0.0,1.05
P3,A8_Priv_Escalation,Logic,No Defense,Defense_Aware,High,0.976,0.0,0.0,0.546,0.0,1.11
P3,A8_Priv_Escalation,Logic,No Defense,Adaptive,Low,0.942,0.0,0.0,0.532,0.0,1.0
P3,A8_Priv_Escalation,Logic,No Defense,Adaptive,Medium,0.984,0.0,0.0,0.552,0.0,1.05
P3,A8_Priv_Escalation,Logic,No Defense,Adaptive,High,0.988,0.0,0.0,0.552,0.0,1.11
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Static,Low,0.602,0.206,0.05,0.37,0.0,1.08
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Static,Medium,0.644,0.206,0.05,0.398,0.0,1.13
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Static,High,0.686,0.206,0.052,0.426,0.0,1.19
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Defense_Aware,Low,0.668,0.172,0.05,0.41,0.0,1.08
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Defense_Aware,Medium,0.714,0.172,0.05,0.44,0.0,1.13
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Defense_Aware,High,0.794,0.172,0.052,0.47,0.0,1.19
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Adaptive,Low,0.77,0.124,0.05,0.462,0.0,1.08
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Adaptive,Medium,0.818,0.124,0.05,0.49,0.0,1.13
P3,A8_Priv_Escalation,Logic,D1_Input_Sanitization,Adaptive,High,0.892,0.124,0.052,0.506,0.0,1.19
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Static,Low,0.546,0.228,0.014,0.326,0.0,1.06
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Static,Medium,0.588,0.228,0.014,0.366,0.0,1.11
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Static,High,0.622,0.228,0.014,0.386,0.0,1.17
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Defense_Aware,Low,0.62,0.196,0.014,0.376,0.0,1.06
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Defense_Aware,Medium,0.65,0.196,0.014,0.394,0.0,1.11
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Defense_Aware,High,0.704,0.196,0.014,0.434,0.0,1.17
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Adaptive,Low,0.686,0.152,0.014,0.424,0.0,1.06
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Adaptive,Medium,0.74,0.152,0.014,0.448,0.0,1.11
P3,A8_Priv_Escalation,Logic,D2_Tool_Attestation,Adaptive,High,0.812,0.152,0.014,0.484,0.0,1.17
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Static,Low,0.576,0.212,0.026,0.36,0.0,1.1
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Static,Medium,0.614,0.212,0.026,0.376,0.0,1.15
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Static,High,0.662,0.212,0.03,0.402,0.0,1.21
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Defense_Aware,Low,0.644,0.184,0.026,0.394,0.0,1.1
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Defense_Aware,Medium,0.674,0.184,0.026,0.42,0.0,1.15
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Defense_Aware,High,0.752,0.184,0.03,0.454,0.0,1.21
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Adaptive,Low,0.722,0.138,0.026,0.448,0.0,1.1
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Adaptive,Medium,0.784,0.138,0.026,0.472,0.0,1.15
P3,A8_Priv_Escalation,Logic,D3_Response_Verification,Adaptive,High,0.844,0.138,0.03,0.494,0.0,1.21
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Static,Low,0.59,0.196,0.016,0.362,0.0,1.07
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Static,Medium,0.628,0.196,0.016,0.384,0.0,1.12
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Static,High,0.668,0.196,0.018,0.418,0.0,1.18
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Defense_Aware,Low,0.66,0.152,0.016,0.412,0.0,1.07
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Defense_Aware,Medium,0.702,0.152,0.016,0.434,0.0,1.12
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Defense_Aware,High,0.776,0.152,0.018,0.468,0.0,1.18
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Adaptive,Low,0.75,0.102,0.016,0.454,0.0,1.07
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Adaptive,Medium,0.814,0.102,0.016,0.48,0.0,1.12
P3,A8_Priv_Escalation,Logic,D4_Agent_Isolation,Adaptive,High,0.874,0.102,0.018,0.506,0.0,1.18
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Static,Low,0.56,0.242,0.058,0.34,0.0,1.16
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Static,Medium,0.596,0.242,0.06,0.374,0.0,1.21
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Static,High,0.642,0.242,0.068,0.392,0.0,1.27
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Defense_Aware,Low,0.624,0.204,0.058,0.38,0.0,1.16
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Defense_Aware,Medium,0.662,0.204,0.06,0.4,0.0,1.21
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Defense_Aware,High,0.72,0.204,0.068,0.444,0.0,1.27
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Adaptive,Low,0.702,0.168,0.058,0.428,0.0,1.16
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Adaptive,Medium,0.758,0.168,0.06,0.46,0.0,1.21
P3,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Adaptive,High,0.82,0.168,0.068,0.482,0.0,1.27
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Static,Low,0.612,0.282,0.04,0.37,0.0,1.05
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Static,Medium,0.646,0.282,0.042,0.398,0.0,1.1
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Static,High,0.692,0.282,0.044,0.426,0.0,1.16
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Defense_Aware,Low,0.662,0.232,0.04,0.41,0.0,1.05
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Defense_Aware,Medium,0.72,0.232,0.042,0.444,0.0,1.1
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Defense_Aware,High,0.796,0.232,0.044,0.466,0.0,1.16
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Adaptive,Low,0.758,0.198,0.04,0.464,0.0,1.05
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Adaptive,Medium,0.822,0.198,0.042,0.482,0.0,1.1
P3,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Adaptive,High,0.892,0.198,0.044,0.508,0.0,1.16
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Static,Low,0.406,0.31,0.084,0.236,0.0,1.26
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Static,Medium,0.46,0.31,0.084,0.252,0.0,1.31
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Static,High,0.492,0.31,0.09,0.28,0.0,1.37
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.484,0.282,0.084,0.272,0.0,1.26
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.514,0.282,0.084,0.302,0.0,1.31
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.576,0.282,0.09,0.334,0.0,1.37
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Adaptive,Low,0.552,0.238,0.084,0.336,0.0,1.26
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.592,0.238,0.084,0.356,0.0,1.31
P3,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Adaptive,High,0.638,0.238,0.09,0.39,0.0,1.37
P3,A8_Priv_Escalation,Logic,Bundle_All,Static,Low,0.322,0.346,0.118,0.186,0.0,1.43
P3,A8_Priv_Escalation,Logic,Bundle_All,Static,Medium,0.366,0.346,0.124,0.22,0.0,1.48
P3,A8_Priv_Escalation,Logic,Bundle_All,Static,High,0.432,0.346,0.134,0.242,0.0,1.54
P3,A8_Priv_Escalation,Logic,Bundle_All,Defense_Aware,Low,0.406,0.31,0.118,0.24,0.0,1.43
P3,A8_Priv_Escalation,Logic,Bundle_All,Defense_Aware,Medium,0.458,0.31,0.124,0.254,0.0,1.48
P3,A8_Priv_Escalation,Logic,Bundle_All,Defense_Aware,High,0.486,0.31,0.134,0.294,0.0,1.54
P3,A8_Priv_Escalation,Logic,Bundle_All,Adaptive,Low,0.476,0.282,0.118,0.276,0.0,1.43
P3,A8_Priv_Escalation,Logic,Bundle_All,Adaptive,Medium,0.52,0.282,0.124,0.304,0.0,1.48
P3,A8_Priv_Escalation,Logic,Bundle_All,Adaptive,High,0.568,0.282,0.134,0.342,0.0,1.54
P3,A9_Goal_Hijacking,Logic,No Defense,Static,Low,0.738,0.0,0.0,0.448,0.0,1.0
P3,A9_Goal_Hijacking,Logic,No Defense,Static,Medium,0.8,0.0,0.0,0.48,0.0,1.05
P3,A9_Goal_Hijacking,Logic,No Defense,Static,High,0.864,0.0,0.0,0.512,0.0,1.11
P3,A9_Goal_Hijacking,Logic,No Defense,Defense_Aware,Low,0.834,0.0,0.0,0.494,0.0,1.0
P3,A9_Goal_Hijacking,Logic,No Defense,Defense_Aware,Medium,0.882,0.0,0.0,0.518,0.0,1.05
P3,A9_Goal_Hijacking,Logic,No Defense,Defense_Aware,High,0.954,0.0,0.0,0.536,0.0,1.11
P3,A9_Goal_Hijacking,Logic,No Defense,Adaptive,Low,0.912,0.0,0.0,0.526,0.0,1.0
P3,A9_Goal_Hijacking,Logic,No Defense,Adaptive,Medium,0.976,0.0,0.0,0.546,0.0,1.05
P3,A9_Goal_Hijacking,Logic,No Defense,Adaptive,High,0.988,0.0,0.0,0.552,0.0,1.11
P3,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Static,Low,0.596,0.176,0.05,0.36,0.0,1.08
P3,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Static,Medium,0.634,0.176,0.05,0.384,0.0,1.13
P3,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Static,High,0.674,0.176,0.052,0.412,0.0,1.19
